'id','name','description'
'T1564.007','Hide Artifacts','VBA Stomping'
'T1564.008','Hide Artifacts','Email Hiding Rules'
'T1564.009','Hide Artifacts','Resource Forking'
'T1564.010','Hide Artifacts','Process Argument Spoofing'
'T1565','Data Manipulation','Adversaries may insert, delete, or manipulate data in order to influence external outcomes or hide activity, thus threatening the integrity of the data. By manipulating data, adversaries may attempt to affect a business process, organizational understanding, or decision making.'
'T1565.001','Data Manipulation','Stored Data Manipulation'
'T1565.002','Data Manipulation','Transmitted Data Manipulation'
'T1565.003','Data Manipulation','Runtime Data Manipulation'
'T1566','Phishing','Adversaries may send phishing messages to gain access to victim systems. All forms of phishing are electronically delivered social engineering. Phishing can be targeted, known as spearphishing. In spearphishing, a specific individual, company, or industry will be targeted by the adversary. More generally, adversaries can conduct non-targeted phishing, such as in mass malware spam campaigns.'
'T1566.001','Phishing','Spearphishing Attachment'
'T1566.002','Phishing','Spearphishing Link'
'T1566.003','Phishing','Spearphishing via Service'
'T1567','Exfiltration Over Web Service','Adversaries may use an existing, legitimate external Web service to exfiltrate data rather than their primary command and control channel. Popular Web services acting as an exfiltration mechanism may give a significant amount of cover due to the likelihood that hosts within a network are already communicating with them prior to compromise. Firewall rules may also already exist to permit traffic to these services.'
'T1567.001','Exfiltration Over Web Service','Exfiltration to Code Repository'
'T1567.002','Exfiltration Over Web Service','Exfiltration to Cloud Storage'
'T1568','Dynamic Resolution','Adversaries may dynamically establish connections to command and control infrastructure to evade common detections and remediations. This may be achieved by using malware that shares a common algorithm with the infrastructure the adversary uses to receive the malware''s communications. These calculations can be used to dynamically adjust parameters such as the domain name, IP address, or port number the malware uses for command and control.'
'T1568.001','Dynamic Resolution','Fast Flux DNS'
'T1568.002','Dynamic Resolution','Domain Generation Algorithms'
'T1568.003','Dynamic Resolution','DNS Calculation'
'T1569','System Services','Adversaries may abuse system services or daemons to execute commands or programs. Adversaries can execute malicious content by interacting with or creating services either locally or remotely. Many services are set to run at boot, which can aid in achieving persistence (Create or Modify System Process), but adversaries can also abuse services for one-time or temporary execution.'
'T1569.001','System Services','Launchctl'
'T1569.002','System Services','Service Execution'
'T1570','Lateral Tool Transfer','Adversaries may transfer tools or other files between systems in a compromised environment. Once brought into the victim environment (i.e. Ingress Tool Transfer) files may then be copied from one system to another to stage adversary tools or other files over the course of an operation. Adversaries may copy files between internal victim systems to support lateral movement using inherent file sharing protocols such as file sharing over SMB/Windows Admin Shares to connected network shares or with authenticated connections via Remote Desktop Protocol.'
'T1571','Non-Standard Port','Adversaries may communicate using a protocol and port pairing that are typically not associated. For example, HTTPS over port 8088 or port 587 as opposed to the traditional port 443. Adversaries may make changes to the standard port used by a protocol to bypass filtering or muddle analysis/parsing of network data.'
'T1572','Protocol Tunneling','Adversaries may tunnel network communications to and from a victim system within a separate protocol to avoid detection/network filtering and/or enable access to otherwise unreachable systems. Tunneling involves explicitly encapsulating a protocol within another. This behavior may conceal malicious traffic by blending in with existing traffic and/or provide an outer layer of encryption (similar to a VPN). Tunneling could also enable routing of network packets that would otherwise not reach their intended destination, such as SMB, RDP, or other traffic that would be filtered by network appliances or not routed over the Internet.'
'T1573','Encrypted Channel','Adversaries may employ a known encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol. Despite the use of a secure algorithm, these implementations may be vulnerable to reverse engineering if secret keys are encoded and/or generated within malware samples/configuration files.'
'T1573.001','Encrypted Channel','Symmetric Cryptography'
'T1573.002','Encrypted Channel','Asymmetric Cryptography'
'T1574','Hijack Execution Flow','Adversaries may execute their own malicious payloads by hijacking the way operating systems run programs. Hijacking execution flow can be for the purposes of persistence, since this hijacked execution may reoccur over time. Adversaries may also use these mechanisms to elevate privileges or evade defenses, such as application control or other restrictions on execution.'
'T1574.001','Hijack Execution Flow','DLL Search Order Hijacking'
'T1574.002','Hijack Execution Flow','DLL Side-Loading'
'T1574.004','Hijack Execution Flow','Dylib Hijacking'
'T1574.005','Hijack Execution Flow','Executable Installer File Permissions Weakness'
'T1574.006','Hijack Execution Flow','Dynamic Linker Hijacking'
'T1574.007','Hijack Execution Flow','Path Interception by PATH Environment Variable'
'T1574.008','Hijack Execution Flow','Path Interception by Search Order Hijacking'
'T1574.009','Hijack Execution Flow','Path Interception by Unquoted Path'
'T1574.010','Hijack Execution Flow','Services File Permissions Weakness'
'T1574.011','Hijack Execution Flow','Services Registry Permissions Weakness'
'T1574.012','Hijack Execution Flow','COR_PROFILER'
'T1574.013','Hijack Execution Flow','KernelCallbackTable'
'T1578','Modify Cloud Compute Infrastructure','An adversary may attempt to modify a cloud account''s compute service infrastructure to evade defenses. A modification to the compute service infrastructure can include the creation, deletion, or modification of one or more components such as compute instances, virtual machines, and snapshots.'
'T1578.001','Modify Cloud Compute Infrastructure','Create Snapshot'
'T1578.002','Modify Cloud Compute Infrastructure','Create Cloud Instance'
'T1578.003','Modify Cloud Compute Infrastructure','Delete Cloud Instance'
'T1578.004','Modify Cloud Compute Infrastructure','Revert Cloud Instance'
'T1580','Cloud Infrastructure Discovery','An adversary may attempt to discover infrastructure and resources that are available within an infrastructure-as-a-service (IaaS) environment. This includes compute service resources such as instances, virtual machines, and snapshots as well as resources of other services including the storage and database services.'
'T1583','Acquire Infrastructure','Adversaries may buy, lease, or rent infrastructure that can be used during targeting. A wide variety of infrastructure exists for hosting and orchestrating adversary operations. Infrastructure solutions include physical or cloud servers, domains, and third-party web services. Additionally, botnets are available for rent or purchase.'
'T1583.001','Acquire Infrastructure','Domains'
'T1583.002','Acquire Infrastructure','DNS Server'
'T1583.003','Acquire Infrastructure','Virtual Private Server'
'T1583.004','Acquire Infrastructure','Server'
'T1583.005','Acquire Infrastructure','Botnet'
'T1583.006','Acquire Infrastructure','Web Services'
'T1584','Compromise Infrastructure','Adversaries may compromise third-party infrastructure that can be used during targeting. Infrastructure solutions include physical or cloud servers, domains, and third-party web and DNS services. Instead of buying, leasing, or renting infrastructure an adversary may compromise infrastructure and use it during other phases of the adversary lifecycle. Additionally, adversaries may compromise numerous machines to form a botnet they can leverage.'
'T1584.001','Compromise Infrastructure','Domains'
'T1584.002','Compromise Infrastructure','DNS Server'
'T1584.003','Compromise Infrastructure','Virtual Private Server'
'T1584.004','Compromise Infrastructure','Server'
'T1584.005','Compromise Infrastructure','Botnet'
'T1584.006','Compromise Infrastructure','Web Services'
'T1585','Establish Accounts','Adversaries may create and cultivate accounts with services that can be used during targeting. Adversaries can create accounts that can be used to build a persona to further operations. Persona development consists of the development of public information, presence, history and appropriate affiliations. This development could be applied to social media, website, or other publicly available information that could be referenced and scrutinized for legitimacy over the course of an operation using that persona or identity.'
'T1585.001','Establish Accounts','Social Media Accounts'
'T1585.002','Establish Accounts','Email Accounts'
'T1586','Compromise Accounts','Adversaries may compromise accounts with services that can be used during targeting. For operations incorporating social engineering, the utilization of an online persona may be important. Rather than creating and cultivating accounts (i.e. Establish Accounts), adversaries may compromise existing accounts. Utilizing an existing persona may engender a level of trust in a potential victim if they have a relationship, or knowledge of, the compromised persona.'
'T1586.001','Compromise Accounts','Social Media Accounts'
'T1586.002','Compromise Accounts','Email Accounts'
'T1587','Develop Capabilities','Adversaries may build capabilities that can be used during targeting. Rather than purchasing, freely downloading, or stealing capabilities, adversaries may develop their own capabilities in-house. This is the process of identifying development requirements and building solutions such as malware, exploits, and self-signed certificates. Adversaries may develop capabilities to support their operations throughout numerous phases of the adversary lifecycle.'
'T1587.001','Develop Capabilities','Malware'
'T1587.002','Develop Capabilities','Code Signing Certificates'
'T1587.003','Develop Capabilities','Digital Certificates'
'T1587.004','Develop Capabilities','Exploits'
'T1588','Obtain Capabilities','Adversaries may buy and/or steal capabilities that can be used during targeting. Rather than developing their own capabilities in-house, adversaries may purchase, freely download, or steal them. Activities may include the acquisition of malware, software (including licenses), exploits, certificates, and information relating to vulnerabilities. Adversaries may obtain capabilities to support their operations throughout numerous phases of the adversary lifecycle.'
'T1588.001','Obtain Capabilities','Malware'
'T1588.002','Obtain Capabilities','Tool'
'T1588.003','Obtain Capabilities','Code Signing Certificates'
'T1588.004','Obtain Capabilities','Digital Certificates'
'T1588.005','Obtain Capabilities','Exploits'
'T1588.006','Obtain Capabilities','Vulnerabilities'
'T1589','Gather Victim Identity Information','Adversaries may gather information about the victim''s identity that can be used during targeting. Information about identities may include a variety of details, including personal data (ex: employee names, email addresses, etc.) as well as sensitive details such as credentials.'
'T1589.001','Gather Victim Identity Information','Credentials'
'T1589.002','Gather Victim Identity Information','Email Addresses'
'T1589.003','Gather Victim Identity Information','Employee Names'
'T1590','Gather Victim Network Information','Adversaries may gather information about the victim''s networks that can be used during targeting. Information about networks may include a variety of details, including administrative data (ex: IP ranges, domain names, etc.) as well as specifics regarding its topology and operations.'
'T1590.001','Gather Victim Network Information','Domain Properties'
'T1590.002','Gather Victim Network Information','DNS'
'T1590.003','Gather Victim Network Information','Network Trust Dependencies'
'T1590.004','Gather Victim Network Information','Network Topology'
'T1590.005','Gather Victim Network Information','IP Addresses'
'T1590.006','Gather Victim Network Information','Network Security Appliances'
'T1591','Gather Victim Org Information','Adversaries may gather information about the victim''s organization that can be used during targeting. Information about an organization may include a variety of details, including the names of divisions/departments, specifics of business operations, as well as the roles and responsibilities of key employees.'
'T1591.001','Gather Victim Org Information','Determine Physical Locations'
'T1591.002','Gather Victim Org Information','Business Relationships'
'T1591.003','Gather Victim Org Information','Identify Business Tempo'
'T1591.004','Gather Victim Org Information','Identify Roles'
'T1592','Gather Victim Host Information','Adversaries may gather information about the victim''s hosts that can be used during targeting. Information about hosts may include a variety of details, including administrative data (ex: name, assigned IP, functionality, etc.) as well as specifics regarding its configuration (ex: operating system, language, etc.).'
'T1592.001','Gather Victim Host Information','Hardware'
'T1592.002','Gather Victim Host Information','Software'
'T1592.003','Gather Victim Host Information','Firmware'
'T1592.004','Gather Victim Host Information','Client Configurations'
'T1593','Search Open Websites/Domains','Adversaries may search freely available websites and/or domains for information about victims that can be used during targeting. Information about victims may be available in various online sites, such as social media, new sites, or those hosting information about business operations such as hiring or requested/rewarded contracts.'
'T1593.001','Search Open Websites/Domains','Social Media'
'T1593.002','Search Open Websites/Domains','Search Engines'
'T1594','Search Victim-Owned Websites','Adversaries may search websites owned by the victim for information that can be used during targeting. Victim-owned websites may contain a variety of details, including names of departments/divisions, physical locations, and data about key employees such as names, roles, and contact info (ex: Email Addresses). These sites may also have details highlighting business operations and relationships.'
'T1595','Active Scanning','Adversaries may execute active reconnaissance scans to gather information that can be used during targeting. Active scans are those where the adversary probes victim infrastructure via network traffic, as opposed to other forms of reconnaissance that do not involve direct interaction.'
'T1595.001','Active Scanning','Scanning IP Blocks'
'T1595.002','Active Scanning','Vulnerability Scanning'
'T1595.003','Active Scanning','Wordlist Scanning'
'T1596','Search Open Technical Databases','Adversaries may search freely available technical databases for information about victims that can be used during targeting. Information about victims may be available in online databases and repositories, such as registrations of domains/certificates as well as public collections of network data/artifacts gathered from traffic and/or scans.'
'T1596.001','Search Open Technical Databases','DNS/Passive DNS'
'T1596.002','Search Open Technical Databases','WHOIS'
'T1596.003','Search Open Technical Databases','Digital Certificates'
'T1596.004','Search Open Technical Databases','CDNs'
'T1596.005','Search Open Technical Databases','Scan Databases'
'T1597','Search Closed Sources','Adversaries may search and gather information about victims from closed sources that can be used during targeting. Information about victims may be available for purchase from reputable private sources and databases, such as paid subscriptions to feeds of technical/threat intelligence data. Adversaries may also purchase information from less-reputable sources such as dark web or cybercrime blackmarkets.'
'T1597.001','Search Closed Sources','Threat Intel Vendors'
'T1597.002','Search Closed Sources','Purchase Technical Data'
'T1598','Phishing for Information','Adversaries may send phishing messages to elicit sensitive information that can be used during targeting. Phishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information. Phishing for information is different from Phishing in that the objective is gathering data from the victim rather than executing malicious code.'
'T1598.001','Phishing for Information','Spearphishing Service'
'T1598.002','Phishing for Information','Spearphishing Attachment'
'T1598.003','Phishing for Information','Spearphishing Link'
'T1599','Network Boundary Bridging','Adversaries may bridge network boundaries by compromising perimeter network devices or internal devices responsible for network segmentation. Breaching these devices may enable an adversary to bypass restrictions on traffic routing that otherwise separate trusted and untrusted networks.'
'T1599.001','Network Boundary Bridging','Network Address Translation Traversal'
'T1600','Weaken Encryption','Adversaries may compromise a network device’s encryption capability in order to bypass encryption that would otherwise protect data communications.'
'T1600.001','Weaken Encryption','Reduce Key Space'
'T1600.002','Weaken Encryption','Disable Crypto Hardware'
'T1601','Modify System Image','Adversaries may make changes to the operating system of embedded network devices to weaken defenses and provide new capabilities for themselves. On such devices, the operating systems are typically monolithic and most of the device functionality and capabilities are contained within a single file.'
'T1601.001','Modify System Image','Patch System Image'
'T1601.002','Modify System Image','Downgrade System Image'
'T1602','Data from Configuration Repository','Adversaries may collect data related to managed devices from configuration repositories. Configuration repositories are used by management systems in order to configure, manage, and control data on remote systems. Configuration repositories may also facilitate remote access and administration of devices.'
'T1602.001','Data from Configuration Repository','SNMP (MIB Dump)'
'T1602.002','Data from Configuration Repository','Network Device Configuration Dump'
'T1606','Forge Web Credentials','Adversaries may forge credential materials that can be used to gain access to web applications or Internet services. Web applications and services (hosted in cloud SaaS environments or on-premise servers) often use session cookies, tokens, or other materials to authenticate and authorize user access.'
'T1606.001','Forge Web Credentials','Web Cookies'
'T1606.002','Forge Web Credentials','SAML Tokens'
'T1608','Stage Capabilities','Adversaries may upload, install, or otherwise set up capabilities that can be used during targeting. To support their operations, an adversary may need to take capabilities they developed (Develop Capabilities) or obtained (Obtain Capabilities) and stage them on infrastructure under their control. These capabilities may be staged on infrastructure that was previously purchased/rented by the adversary (Acquire Infrastructure) or was otherwise compromised by them (Compromise Infrastructure). Capabilities may also be staged on web services, such as GitHub or Pastebin, or on Platform-as-a-Service (PaaS) offerings that enable users to easily provision applications.'
'T1608.001','Stage Capabilities','Upload Malware'
'T1608.002','Stage Capabilities','Upload Tool'
'T1608.003','Stage Capabilities','Install Digital Certificate'
'T1608.004','Stage Capabilities','Drive-by Target'
'T1608.005','Stage Capabilities','Link Target'
'T1609','Container Administration Command','Adversaries may abuse a container administration service to execute commands within a container. A container administration service such as the Docker daemon, the Kubernetes API server, or the kubelet may allow remote management of containers within an environment.'
'T1610','Deploy Container','Adversaries may deploy a container into an environment to facilitate execution or evade defenses. In some cases, adversaries may deploy a new container to execute processes associated with a particular image or deployment, such as processes that execute or download malware. In others, an adversary may deploy a new container configured without network rules, user limitations, etc. to bypass existing defenses within the environment.'
'T1611','Escape to Host','Adversaries may break out of a container to gain access to the underlying host. This can allow an adversary access to other containerized resources from the host level or to the host itself. In principle, containerized resources should provide a clear separation of application functionality and be isolated from the host environment.'
'T1612','Build Image on Host','Adversaries may build a container image directly on a host to bypass defenses that monitor for the retrieval of malicious images from a public registry. A remote build request may be sent to the Docker API that includes a Dockerfile that pulls a vanilla base image, such as alpine, from a public or local registry and then builds a custom image upon it.'
'T1613','Container and Resource Discovery','Adversaries may attempt to discover containers and other resources that are available within a containers environment. Other resources may include images, deployments, pods, nodes, and other information such as the status of a cluster.'
'T1614','System Location Discovery','Adversaries may gather information in an attempt to calculate the geographical location of a victim host. Adversaries may use the information from System Location Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.'
'T1614.001','System Location Discovery','System Language Discovery'
'T1615','Group Policy Discovery','Adversaries may gather information on Group Policy settings to identify paths for privilege escalation, security measures applied within a domain, and to discover patterns in domain objects that can be manipulated or used to blend in the environment. Group Policy allows for centralized management of user and computer settings in Active Directory (AD). Group policy objects (GPOs) are containers for group policy settings made up of files stored within a predictable network path \<DOMAIN>\SYSVOL\<DOMAIN>\Policies\.'
'T1619','Cloud Storage Object Discovery','Adversaries may enumerate objects in cloud storage infrastructure. Adversaries may use this information during automated discovery to shape follow-on behaviors, including requesting all or specific objects from cloud storage. Similar to File and Directory Discovery on a local host, after identifying available storage services (i.e. Cloud Infrastructure Discovery) adversaries may access the contents/objects stored in cloud infrastructure.'
'T1620','Reflective Code Loading','Adversaries may reflectively load code into a process in order to conceal the execution of malicious payloads. Reflective loading involves allocating then executing payloads directly within the memory of the process, vice creating a thread or process backed by a file path on disk. Reflectively loaded payloads may be compiled binaries, anonymous files (only present in RAM), or just snubs of fileless executable code (ex: position-independent shellcode).'
'T1621','Multi-Factor Authentication Request Generation','Adversaries may attempt to bypass multi-factor authentication (MFA) mechanisms and gain access to accounts by generating MFA requests sent to users.'
'T1622','Debugger Evasion','Adversaries may employ various means to detect and avoid debuggers. Debuggers are typically used by defenders to trace and/or analyze the execution of potential malware payloads.'
'T1647','Plist File Modification','Adversaries may modify property list files (plist files) to enable other malicious activity, while also potentially evading and bypassing system defenses. macOS applications use plist files, such as the info.plist file, to store properties and configuration settings that inform the operating system how to handle the application at runtime. Plist files are structured metadata in key-value pairs formatted in XML based on Apple''s Core Foundation DTD. Plist files can be saved in text or binary format.'
'T1648','Serverless Execution','Adversaries may abuse serverless computing, integration, and automation services to execute arbitrary code in cloud environments. Many cloud providers offer a variety of serverless resources, including compute engines, application integration services, and web servers.'
'T1649','Steal or Forge Authentication Certificates','Adversaries may steal or forge certificates used for authentication to access remote systems or resources. Digital certificates are often used to sign and encrypt messages and/or files. Certificates are also used as authentication material. For example, Azure AD device certificates and Active Directory Certificate Services (AD CS) certificates bind to an identity and can be used as credentials for domain accounts.'
'T1650','Acquire Access','Adversaries may purchase or otherwise acquire an existing access to a target system or network. A variety of online services and initial access broker networks are available to sell access to previously compromised systems. In some cases, adversary groups may form partnerships to share compromised systems with each other.'
'T1651','Cloud Administration Command','Adversaries may abuse cloud management services to execute commands within virtual machines or hybrid-joined devices. Resources such as AWS Systems Manager, Azure RunCommand, and Runbooks allow users to remotely run scripts in virtual machines by leveraging installed virtual machine agents. Similarly, in Azure AD environments, Microsoft Endpoint Manager allows Global or Intune Administrators to run scripts as SYSTEM on on-premises devices joined to the Azure AD.'
'T1652','Device Driver Discovery','Adversaries may attempt to enumerate local device drivers on a victim host. Information about device drivers may highlight various insights that shape follow-on behaviors, such as the function/purpose of the host, present security tools (i.e. Security Software Discovery) or other defenses (e.g., Virtualization/Sandbox Evasion), as well as potential exploitable vulnerabilities (e.g., Exploitation for Privilege Escalation).'
